ID,ID_CLUSTER,QUESTION,ANSWER,CONTEXT,CONTEXT_CLUSTER,SCORE
74.20.1,20.0,Where is your hometown? / Did you grow up in a city or the countryside?,"I was born and raised in Buon Ma Thuot city, which is in the Central Highlands of Vietnam. I  grew up and studied there until I was 18 years old, then I left to go to Ho Chi Minh for tertiary education.",Yourself,1.0,7.5
75.20.1,20.0,Are there any special things about your city?/ Is your city famous for anything?,"Buon Ma Thuot is famous as the regional “capital of coffee”, because its soil makes the area an ideal place for growing coffee. Therefore, coffee is a big part of the city’s culture and we are proud of our high-quality brews.",Yourself,1.0,7.5
76.20.1,20.0,Do you think it’s a good place to live?,"Yes, I believe so. The city is the economic center of the whole area, and it has been developing significantly during the past few years. The people there are also very friendly.",Yourself,1.0,7.5
77.21.1,21.0,Where is your hometown?/ Please describe your hometown a little. Is that a big or small place?,"I was born in a mountainous province, which shares a border with China, to the north of Vietnam. It's called Lang Son. About a decade ago, the town where I lived until I went to university was very quiet with little conveniences such as supermarkets, bookshops, or other entertainment facilities. However, over the last three years, it's grown into a vibrant city with more commercial buildings and all kinds of services.",Hometown,1.0,7.5
78.21.1,21.0,Do you like your hometown? What do you like most about your hometown?,I do love my hometown because it’s where I was born and grew up. It holds a lot of my great memories from when I was a baby until I became a teenager. I also witnessed how it transformed from an underdeveloped town to a modern city.,Hometown,1.0,7.5
79.21.1,21.0,Is there anything you dislike about it?,"One of the things that seems to be a drawback of this town is that it has quite a lack of job opportunities and career prospects. From my perspective, most people living here tend to follow their families' footsteps in career paths, so most of the job options are either in government sectors or trading. Meanwhile, I want to have a wider range of options so that I can broaden my horizons.",Hometown,1.0,7.5
80.21.1,21.0,Do you think you will continue living there for a long time?,"Actually, I’m not living there currently. I left my hometown when I started to go to college, but I’ve still visited it from time to time. I think that I may want to settle down there when I grow old, at retirement age maybe. But for now, I think I am more prone to city life because it fits my orientation at this phase of life better.",Hometown,1.0,7.5
81.21.1,21.0,What’s your hometown famous for?,"I live in Hanoi, the ancient capital city of my country, and it is known worldwide for many things, however, one of the most fabulous specialties would be the local cuisine. Hanoians are synonymous with their unique recipes for some original dishes, such as beef noodles, local-style baguettes, and egg coffee, just to name a few. Another aspect worth mentioning is the people themselves; here, visitors can enjoy one of the best Asian hospitalities, and many say they feel welcome, safe, and supported when in the city.",Hometown,1.0,7.5
82.21.1,21.0,Did you learn about the history of your hometown at school?,"Well, presumably yes, but perhaps not to a great extent, unfortunately. History subject at school is quite dull with all the critical events in our war, and I recall that there was a minimal touch on the history of our local town.",Hometown,1.0,7.5
83.22.1,22.0,Where did you go for your last holiday?,"A few months ago, my university friends and I booked a cozy homestay in the center of Da Nang. We didn’t go on a guided tour; instead, we made plans of must-visit sites in and nearby the city. It took more work compared to the usual package tours that I am used to, but overall, the trip exceeded my expectations.",Holidays,1.0,7.0
84.22.1,22.0,Do you like holidays? Why?,"Honestly, who doesn’t like holidays? For me, vacations are the time when I can totally relax and engage in activities that normally, I wouldn’t have time for. Catching up on unfinished books, travelling to a far-away destination, for instance. My family also makes use of this period to spend more time with each other, so to us, holidays are quality bonding time.",Holidays,1.0,7.0
85.22.1,22.0,Which public holiday do you like best?,"My answer might be a bit cliche, but I’ll just go ahead and say it: Tet holiday. The reason is pretty simple: Tet is the longest public holiday we Vietnamese can have, so we will have more time to unwind. Besides, Tet is also a time of family reunion, so I get to spend time with distant relatives whom I hardly get to meet during the year, which is amazing in my opinion.",Holidays,1.0,7.0
